Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Charge Value,Charge,% Diff,High Avg %,Low Avg %
Short Sell,2023-04-10 13:15:00+05:30,40.65000153,2373,20.61325836,96462.45362,16.27212524,Sell Hold,96499.339,12,17,0.021373771,,,0.021373773,0.370337122,2.667433764
Short Sell,2023-04-10 14:15:00+05:30,40.84999847,2362,25.24277496,96487.6964,11.64260864,Sell Hold,96524.58178,12,17,0.026168498,,,0.026168503,0.370337122,2.667433764
Short Sell,2023-04-10 15:15:00+05:30,40.90999985,2359,18.99324417,96506.68964,17.89213943,Sell Hold,96543.57502,12,17,0.019684628,,,0.019684624,0.370337122,2.667433764
Short Sell,2023-04-11 09:15:00+05:30,40.59999847,2377,-0.493267059,96506.19637,37.37865067,Sell Hold,96543.08176,12,17,-0.000511122,,,-0.000511125,0.370337122,2.667433764
Short Sell,2023-04-11 10:15:00+05:30,40.59000015,2378,16.82398987,96523.02036,20.06139374,Sell Hold,96559.90575,12,17,0.017433067,,,0.017433067,0.370337122,2.667433764
Short Sell,2023-04-11 11:15:00+05:30,40.49000168,2384,5.143638611,96528.164,31.741745,Sell Hold,96565.04939,12,17,0.005328924,,,0.005328926,0.370337122,2.667433764
Short Sell,2023-04-11 12:15:00+05:30,40.49000168,2384,0,96528.164,36.88538361,Sell Hold,96565.04939,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-04-11 14:15:00+05:30,40.40999985,2389,11.325634,96539.48964,25.5597496,Sell Hold,96576.37502,12,17,0.011732984,,,0.01173299,0.370337122,2.667433764
Short Sell,2023-04-11 15:15:00+05:30,40.5,2384,12.51036453,96552,24.37501907,Sell Hold,96588.88538,12,17,0.012958805,,,0.012958801,0.370337122,2.667433764
Short Sell,2023-04-12 09:15:00+05:30,40.65000153,2376,32.40362549,96584.40363,4.481758118,Sell Hold,96621.28901,12,17,0.033560802,,,0.033560807,0.370337122,2.667433764
Short Sell,2023-04-12 10:15:00+05:30,40.65000153,2376,0,96584.40363,36.88538361,Sell Hold,96621.28901,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-04-12 13:15:00+05:30,40.40999985,2391,35.90600967,96620.30964,0.979373932,Sell Hold,96657.19502,12,17,0.037175784,,,0.037175785,0.370337122,2.667433764
Short Sell,2023-04-12 14:15:00+05:30,40.59999847,2380,7.686733246,96627.99637,29.19865036,Sell Hold,96664.88175,12,17,0.007955608,,,0.007955605,0.370337122,2.667433764
Buy,2023-04-12 15:15:00+05:30,40.61000061,2380,0,96651.80145,13.08029938,Buy,96688.68684,12,17,,0.6,579.9108087,,0.370337122,2.667433764
Buy Hold,2023-04-12 15:15:00+05:30,40.61000061,2380,0,96651.80145,13.08029938,Buy Hold,96688.68684,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-04-13 09:15:00+05:30,40.52999878,2380,-190.4043579,96461.39709,13.08029938,Buy Hold,96498.28248,12,17,-0.19700032,,,-0.197000322,0.370337122,2.667433764
Buy Hold,2023-04-13 10:15:00+05:30,40.75,1190,47968.89709,48492.5,48505.5803,Buy Hold,96998.0803,12,17,0.542810825,,,-49.72859459,0.370337122,2.667433764
Buy Hold,2023-04-13 11:15:00+05:30,40.70000076,1190,-59.4990921,48433.00091,13.08029938,Buy Hold,96938.58121,12,17,99.75460497,,,-0.12269751,0.370337122,2.667433764
Buy Hold,2023-04-13 13:15:00+05:30,40.47000122,1190,-273.6994553,48159.30145,13.08029938,Buy Hold,96664.88175,12,17,98.86978114,,,-0.56510944,0.370337122,2.667433764
Buy Hold,2023-04-13 14:15:00+05:30,40.58000183,1190,130.9007263,48290.20218,13.08029938,Buy Hold,96795.78248,12,17,100.5436156,,,0.271807784,0.370337122,2.667433764
Buy Hold,2023-04-17 09:15:00+05:30,40.59999847,1190,23.79600525,48313.99818,13.08029938,Buy Hold,96819.57848,12,17,100.0985542,,,0.049277077,0.370337122,2.667433764
Sell,2023-04-17 09:15:00+05:30,40.59999847,0,0,0,96481.38049,Sell Hold,96819.57848,12,17,,0.7,338.1979873,,0.370337122,2.667433764
Short Sell,2023-04-17 09:15:00+05:30,40.59999847,2379,0,96587.39637,29.89337158,Sell Hold,96617.28974,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-04-17 10:15:00+05:30,40.95000076,2359,13.65542984,96601.0518,16.23794174,Sell Hold,96630.94517,12,17,0.0141379,,,0.014137901,0.370337122,2.667433764
Short Sell,2023-04-17 11:15:00+05:30,40.70999908,2373,3.776027679,96604.82783,26.1173439,Sell Hold,96634.7212,12,17,0.003908889,,,0.003908891,0.370337122,2.667433764
Short Sell,2023-04-17 12:15:00+05:30,40.63999939,2377,-3.549278259,96601.27855,33.44264984,Sell Hold,96631.17192,12,17,-0.003674017,,,-0.003674019,0.370337122,2.667433764
Short Sell,2023-04-17 13:15:00+05:30,40.65000153,2377,23.77507782,96625.05363,6.118293762,Sell Hold,96654.947,12,17,0.024611556,,,0.024611558,0.370337122,2.667433764
Short Sell,2023-04-17 14:15:00+05:30,40.63999939,2378,16.86492157,96641.91855,13.02845001,Sell Hold,96671.81192,12,17,0.017453984,,,0.017453983,0.370337122,2.667433764
Short Sell,2023-04-18 09:15:00+05:30,40.79999924,2369,13.27964401,96655.19819,16.61372757,Sell Hold,96685.09156,12,17,0.013741081,,,0.013741077,0.370337122,2.667433764
Short Sell,2023-04-18 12:15:00+05:30,41.02000046,2357,28.94288635,96684.14108,0.950485229,Sell Hold,96714.03445,12,17,0.02994447,,,0.029944473,0.370337122,2.667433764
Short Sell,2023-04-18 14:15:00+05:30,40.93000031,2362,-7.480358124,96676.66072,37.37372971,Sell Hold,96706.55409,12,17,-0.007736903,,,-0.007736905,0.370337122,2.667433764
Short Sell,2023-04-18 15:15:00+05:30,40.95999908,2360,-11.06288147,96665.59784,40.95625305,Sell Hold,96695.49121,12,17,-0.011443177,,,-0.011443176,0.370337122,2.667433764
Short Sell,2023-04-19 09:15:00+05:30,40.81999969,2368,-3.838562012,96661.75928,33.73193359,Sell Hold,96691.65265,12,17,-0.00397097,,,-0.003970968,0.370337122,2.667433764
Short Sell,2023-04-19 10:15:00+05:30,40.75,2372,-2.759277344,96659,32.65264893,Sell Hold,96688.89337,12,17,-0.00285457,,,-0.002854573,0.370337122,2.667433764
Short Sell,2023-04-19 11:15:00+05:30,40.63999939,2379,23.55854797,96682.55855,6.334823608,Sell Hold,96712.45192,12,17,0.024372845,,,0.024372847,0.370337122,2.667433764
Short Sell,2023-04-19 12:15:00+05:30,40.75999832,2372,0.157470703,96682.71602,29.73590088,Sell Hold,96712.60939,12,17,0.000162874,,,0.000162873,0.370337122,2.667433764
Short Sell,2023-04-19 13:15:00+05:30,40.54000092,2385,5.186164856,96687.90218,24.70720673,Sell Hold,96717.79556,12,17,0.005364108,,,0.005364103,0.370337122,2.667433764
Short Sell,2023-04-19 14:15:00+05:30,40.54999924,2385,23.84599686,96711.74818,6.047374725,Sell Hold,96741.64155,12,17,0.024662855,,,0.024662858,0.370337122,2.667433764
Short Sell,2023-04-19 15:15:00+05:30,40.61999893,2381,4.469276428,96716.21746,25.42409515,Sell Hold,96746.11083,12,17,0.004621234,,,0.004621238,0.370337122,2.667433764
Short Sell,2023-04-20 09:15:00+05:30,40.70999908,2376,10.74036789,96726.95782,19.15300369,Sell Hold,96756.8512,12,17,0.011105033,,,0.011105025,0.370337122,2.667433764
Short Sell,2023-04-20 10:15:00+05:30,40.72000122,2376,23.76507568,96750.7229,6.128295898,Sell Hold,96780.61627,12,17,0.024569237,,,0.024569242,0.370337122,2.667433764
Buy,2023-04-20 11:15:00+05:30,40.74000168,2375,0,96757.50399,23.11228561,Buy,96787.39736,12,17,,0.6,580.5450239,,0.370337122,2.667433764
Buy Hold,2023-04-20 11:15:00+05:30,40.74000168,2375,0,96757.50399,23.11228561,Buy Hold,96787.39736,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-04-20 12:15:00+05:30,40.54999924,2375,-451.2557983,96306.24819,23.11228561,Buy Hold,96336.14156,12,17,-0.466378089,,,-0.466378091,0.370337122,2.667433764
Buy Hold,2023-04-20 13:15:00+05:30,40.63999939,2375,213.7503624,96519.99855,23.11228561,Buy Hold,96549.89192,12,17,0.221948593,,,0.22194859,0.370337122,2.667433764
Buy Hold,2023-04-20 14:15:00+05:30,40.63000107,2375,-23.74601364,96496.25254,23.11228561,Buy Hold,96526.14591,12,17,-0.024602169,,,-0.024602166,0.370337122,2.667433764
Buy Hold,2023-04-20 15:15:00+05:30,40.56999969,2375,-142.5032616,96353.74928,23.11228561,Buy Hold,96383.64265,12,17,-0.147677509,,,-0.147677507,0.370337122,2.667433764
Buy Hold,2023-04-21 09:15:00+05:30,40.5,2375,-166.2492752,96187.5,23.11228561,Buy Hold,96217.39337,12,17,-0.172540536,,,-0.172540541,0.370337122,2.667433764
Buy Hold,2023-04-21 10:15:00+05:30,40.5,2375,0,96187.5,23.11228561,Buy Hold,96217.39337,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-04-21 11:15:00+05:30,40.5,2375,0,96187.5,23.11228561,Buy Hold,96217.39337,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-04-21 12:15:00+05:30,40.47000122,2375,-71.24710083,96116.2529,23.11228561,Buy Hold,96146.14627,12,17,-0.07407106,,,-0.074071059,0.370337122,2.667433764
Buy Hold,2023-04-21 13:15:00+05:30,40.5,2375,71.24710083,96187.5,23.11228561,Buy Hold,96217.39337,12,17,0.074125966,,,0.074125965,0.370337122,2.667433764
Buy Hold,2023-04-21 14:15:00+05:30,40.5,2375,0,96187.5,23.11228561,Buy Hold,96217.39337,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-04-21 15:15:00+05:30,40.5,2375,0,96187.5,23.11228561,Buy Hold,96217.39337,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-04-24 09:15:00+05:30,40.59999847,2375,237.496376,96424.99638,23.11228561,Buy Hold,96454.88975,12,17,0.246909813,,,0.246909817,0.370337122,2.667433764
Buy Hold,2023-04-24 10:15:00+05:30,40.59999847,2375,0,96424.99638,23.11228561,Buy Hold,96454.88975,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-04-24 11:15:00+05:30,40.49000168,2375,-261.2423897,96163.75399,23.11228561,Buy Hold,96193.64736,12,17,-0.270928078,,,-0.270928079,0.370337122,2.667433764
Buy Hold,2023-04-24 12:15:00+05:30,40.61999893,2375,308.7434769,96472.49746,23.11228561,Buy Hold,96502.39083,12,17,0.321060133,,,0.321060126,0.370337122,2.667433764
Buy Hold,2023-04-24 13:15:00+05:30,40.47000122,2375,-356.2445641,96116.2529,23.11228561,Buy Hold,96146.14627,12,17,-0.369270594,,,-0.369270589,0.370337122,2.667433764
Buy Hold,2023-04-24 14:15:00+05:30,40.5,2375,71.24710083,96187.5,23.11228561,Buy Hold,96217.39337,12,17,0.074125966,,,0.074125965,0.370337122,2.667433764
Buy Hold,2023-04-24 15:15:00+05:30,40.61000061,2375,261.2514496,96448.75145,23.11228561,Buy Hold,96478.64482,12,17,0.271606445,,,0.271606446,0.370337122,2.667433764
Buy Hold,2023-04-25 09:15:00+05:30,40.79999924,1187,48019.15236,48429.59909,48493.51138,Buy Hold,96923.11047,12,17,0.467861669,,,-49.7872203,0.370337122,2.667433764
Sell,2023-04-25 09:15:00+05:30,40.79999924,0,0,0,96584.10328,Sell Hold,96923.11047,12,17,,0.7,339.0071936,,0.370337122,2.667433764
Short Sell,2023-04-25 09:15:00+05:30,40.79999924,2364,0,96451.1982,27.44662476,Sell Hold,96478.64482,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-04-25 10:15:00+05:30,40.81999969,2363,6.461082458,96457.65928,20.9855423,Sell Hold,96485.1059,12,17,0.00669881,,,0.006698807,0.370337122,2.667433764
Short Sell,2023-04-25 11:15:00+05:30,40.90000153,2359,25.44432068,96483.1036,2.002304077,Sell Hold,96510.55022,12,17,0.026378746,,,0.026378745,0.370337122,2.667433764
Short Sell,2023-04-25 12:15:00+05:30,40.72000122,2370,23.29929352,96506.40289,4.147331238,Sell Hold,96533.84952,12,17,0.024148574,,,0.02414857,0.370337122,2.667433764
Short Sell,2023-04-25 14:15:00+05:30,40.75,2368,-10.40289307,96496,37.84951782,Sell Hold,96523.44662,12,17,-0.010779485,,,-0.010779482,0.370337122,2.667433764
Short Sell,2023-04-25 15:15:00+05:30,40.77999878,2366,-10.52288818,96485.47711,37.96951294,Sell Hold,96512.92374,12,17,-0.010904999,,,-0.010905001,0.370337122,2.667433764
Short Sell,2023-04-26 09:15:00+05:30,40.79999924,2365,6.521083832,96491.9982,20.92554092,Sell Hold,96519.44482,12,17,0.006758617,,,0.006758623,0.370337122,2.667433764
Short Sell,2023-04-26 12:15:00+05:30,40.93999863,2357,3.578567505,96495.57676,23.86805725,Sell Hold,96523.02339,12,17,0.003708668,,,0.00370866,0.370337122,2.667433764
Short Sell,2023-04-26 13:15:00+05:30,40.86000061,2362,15.7446785,96511.32144,11.70194626,Sell Hold,96538.76807,12,17,0.016316477,,,0.016316478,0.370337122,2.667433764
Short Sell,2023-04-26 14:15:00+05:30,40.90999985,2359,-4.631801605,96506.68964,32.07842636,Sell Hold,96534.13626,12,17,-0.004799231,,,-0.00479923,0.370337122,2.667433764
Short Sell,2023-04-26 15:15:00+05:30,41.06999969,2350,7.809642792,96514.49928,19.63698196,Sell Hold,96541.94591,12,17,0.008092333,,,0.00809233,0.370337122,2.667433764
Short Sell,2023-04-27 09:15:00+05:30,41.04999924,2351,-5.951076508,96508.54821,33.39770126,Sell Hold,96535.99483,12,17,-0.006165992,,,-0.006165985,0.370337122,2.667433764
Short Sell,2023-04-27 10:15:00+05:30,41,2354,5.451793671,96514,21.99483109,Sell Hold,96541.44662,12,17,0.005649027,,,0.005649023,0.370337122,2.667433764
Short Sell,2023-04-27 11:15:00+05:30,40.99000168,2355,17.45395279,96531.45395,9.992671967,Sell Hold,96558.90058,12,17,0.018084374,,,0.018084371,0.370337122,2.667433764
Short Sell,2023-04-27 12:15:00+05:30,41.08000183,2350,6.550350189,96538.0043,20.89627457,Sell Hold,96565.45093,12,17,0.006785716,,,0.006785716,0.370337122,2.667433764
Short Sell,2023-04-27 13:15:00+05:30,41,2355,16.99569702,96555,10.45092773,Sell Hold,96582.44662,12,17,0.017605188,,,0.017605191,0.370337122,2.667433764
Short Sell,2023-04-27 14:15:00+05:30,41.09999847,2349,-11.10358429,96543.89642,38.55020905,Sell Hold,96571.34304,12,17,-0.011499751,,,-0.011499746,0.370337122,2.667433764
Short Sell,2023-04-28 09:15:00+05:30,41.41999817,2331,6.119316101,96550.01573,21.32730865,Sell Hold,96577.46236,12,17,0.006338377,,,0.006338371,0.370337122,2.667433764
Short Sell,2023-04-28 10:15:00+05:30,41.40000153,2332,-5.212173462,96544.80356,32.65879822,Sell Hold,96572.25018,12,17,-0.005398418,,,-0.005398414,0.370337122,2.667433764
Short Sell,2023-04-28 12:15:00+05:30,41.41999817,2331,5.212173462,96550.01573,22.23445129,Sell Hold,96577.46236,12,17,0.005398709,,,0.005398706,0.370337122,2.667433764
Short Sell,2023-04-28 13:15:00+05:30,41.31000137,2337,-8.54252243,96541.47321,35.98914719,Sell Hold,96568.91983,12,17,-0.008847769,,,-0.008847767,0.370337122,2.667433764
Short Sell,2023-04-28 14:15:00+05:30,41.54999924,2324,20.72501755,96562.19823,6.721607208,Sell Hold,96589.64485,12,17,0.021467476,,,0.021467478,0.370337122,2.667433764
Short Sell,2023-04-28 15:15:00+05:30,41.54000092,2325,18.30390167,96580.50213,9.142723083,Sell Hold,96607.94875,12,17,0.018955556,,,0.018955554,0.370337122,2.667433764
Short Sell,2023-05-02 09:15:00+05:30,41.74000168,2314,5.861755371,96586.36388,21.58486938,Sell Hold,96613.81051,12,17,0.006069295,,,0.006069289,0.370337122,2.667433764
Short Sell,2023-05-02 10:15:00+05:30,41.90000153,2305,-6.860366821,96579.50352,34.30699158,Sell Hold,96606.95014,12,17,-0.007102832,,,-0.007102825,0.370337122,2.667433764
Short Sell,2023-05-02 11:15:00+05:30,41.97999954,2301,16.47542953,96595.97895,10.97119522,Sell Hold,96623.42557,12,17,0.01705893,,,0.01705893,0.370337122,2.667433764
Short Sell,2023-05-02 12:15:00+05:30,41.79999924,2311,3.819290161,96599.79824,23.62733459,Sell Hold,96627.24486,12,17,0.003953881,,,0.003953881,0.370337122,2.667433764
Short Sell,2023-05-02 13:15:00+05:30,41.95000076,2303,11.0535202,96610.85176,16.39310455,Sell Hold,96638.29838,12,17,0.011442591,,,0.011442591,0.370337122,2.667433764
Short Sell,2023-05-02 14:15:00+05:30,42.02000046,2299,-6.870704651,96603.98105,34.31732941,Sell Hold,96631.42768,12,17,-0.007111732,,,-0.007111737,0.370337122,2.667433764
Short Sell,2023-05-02 15:15:00+05:30,41.88000107,2307,13.18141174,96617.16246,14.26521301,Sell Hold,96644.60909,12,17,0.013644791,,,0.01364479,0.370337122,2.667433764
Short Sell,2023-05-03 09:15:00+05:30,42.04999924,2298,13.73578262,96630.89825,13.71084213,Sell Hold,96658.34487,12,17,0.014216711,,,0.014216718,0.370337122,2.667433764
Short Sell,2023-05-03 10:15:00+05:30,42.06999969,2297,3.891052246,96634.7893,23.55557251,Sell Hold,96662.23592,12,17,0.004026716,,,0.004026714,0.370337122,2.667433764
Short Sell,2023-05-03 11:15:00+05:30,42.06999969,2297,0,96634.7893,27.44662476,Sell Hold,96662.23592,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-05-03 12:15:00+05:30,42.06999969,2297,0,96634.7893,27.44662476,Sell Hold,96662.23592,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-05-03 13:15:00+05:30,42,2301,7.210700989,96642,20.23592377,Sell Hold,96669.44662,12,17,0.007461806,,,0.007461805,0.370337122,2.667433764
Short Sell,2023-05-03 15:15:00+05:30,42.02000046,2300,4.001052856,96646.00105,23.4455719,Sell Hold,96673.44768,12,17,0.004140077,,,0.004140074,0.370337122,2.667433764
Short Sell,2023-05-04 09:15:00+05:30,42.20999908,2290,14.89685059,96660.8979,12.54977417,Sell Hold,96688.34453,12,17,0.01541383,,,0.01541383,0.370337122,2.667433764
Short Sell,2023-05-04 10:15:00+05:30,42.20000076,2291,19.30384445,96680.20175,8.142780304,Sell Hold,96707.64837,12,17,0.019970686,,,0.019970692,0.370337122,2.667433764
Short Sell,2023-05-04 11:15:00+05:30,42.22000122,2290,3.601047516,96683.8028,23.84557724,Sell Hold,96711.24942,12,17,0.0037247,,,0.003724703,0.370337122,2.667433764
Short Sell,2023-05-04 12:15:00+05:30,42.20000076,2291,-3.601047516,96680.20175,31.04767227,Sell Hold,96707.64837,12,17,-0.003724561,,,-0.003724564,0.370337122,2.667433764
Short Sell,2023-05-04 14:15:00+05:30,42.22999954,2290,26.49720383,96706.69895,0.949420929,Sell Hold,96734.14558,12,17,0.027407063,,,0.027407059,0.370337122,2.667433764
Short Sell,2023-05-04 15:15:00+05:30,42.25999832,2289,26.43720627,96733.13616,1.009418488,Sell Hold,96760.58278,12,17,0.027337513,,,0.027337517,0.370337122,2.667433764
Short Sell,2023-05-05 09:15:00+05:30,42.22999954,2291,15.79279327,96748.92895,11.65383148,Sell Hold,96776.37558,12,17,0.016326146,,,0.016326143,0.370337122,2.667433764
Short Sell,2023-05-05 10:15:00+05:30,42.40999985,2281,-11.71929932,96737.20965,39.16592407,Sell Hold,96764.65628,12,17,-0.012113105,,,-0.012113106,0.370337122,2.667433764
Short Sell,2023-05-05 11:15:00+05:30,42.24000168,2290,-7.605808258,96729.60384,35.05243301,Sell Hold,96757.05047,12,17,-0.00786234,,,-0.007862342,0.370337122,2.667433764
Short Sell,2023-05-05 12:15:00+05:30,42.36000061,2284,20.63755035,96750.24139,6.809074402,Sell Hold,96777.68802,12,17,0.021335299,,,0.021335299,0.370337122,2.667433764
Short Sell,2023-05-05 13:15:00+05:30,42.40000153,2282,6.562088013,96756.80348,20.88453674,Sell Hold,96784.25011,12,17,0.006782503,,,0.006782505,0.370337122,2.667433764
Short Sell,2023-05-05 14:15:00+05:30,42.34000015,2285,-9.903133392,96746.90035,37.34975815,Sell Hold,96774.34697,12,17,-0.010235077,,,-0.010235074,0.370337122,2.667433764
Short Sell,2023-05-05 15:15:00+05:30,42.34999847,2285,22.8461647,96769.74651,4.600460052,Sell Hold,96797.19314,12,17,0.023614363,,,0.023614359,0.370337122,2.667433764
Short Sell,2023-05-08 09:15:00+05:30,42.54999924,2274,-11.04824829,96758.69827,38.49487305,Sell Hold,96786.14489,12,17,-0.011417048,,,-0.011417039,0.370337122,2.667433764
Short Sell,2023-05-08 10:15:00+05:30,42.5,2277,13.80173492,96772.5,13.64488983,Sell Hold,96799.94662,12,17,0.014264077,,,0.014264072,0.370337122,2.667433764
Short Sell,2023-05-08 11:15:00+05:30,42.54999924,2274,-13.80173492,96758.69827,41.24835968,Sell Hold,96786.14489,12,17,-0.014262042,,,-0.014262037,0.370337122,2.667433764
Short Sell,2023-05-08 12:15:00+05:30,42.5,2277,13.80173492,96772.5,13.64488983,Sell Hold,96799.94662,12,17,0.014264077,,,0.014264072,0.370337122,2.667433764
Short Sell,2023-05-08 13:15:00+05:30,42.45000076,2280,13.5017395,96786.00174,13.94488525,Sell Hold,96813.44836,12,17,0.013952042,,,0.013952042,0.370337122,2.667433764
Short Sell,2023-05-08 14:15:00+05:30,42.54999924,2275,15.24652481,96801.24826,12.20009995,Sell Hold,96828.69489,12,17,0.01575282,,,0.015752815,0.370337122,2.667433764
Short Sell,2023-05-08 15:15:00+05:30,42.50999832,2277,-5.982086182,96795.26618,33.42871094,Sell Hold,96822.7128,12,17,-0.006179761,,,-0.006179755,0.370337122,2.667433764
Short Sell,2023-05-09 09:15:00+05:30,42.75,2264,-9.266178131,96786,36.71280289,Sell Hold,96813.44662,12,17,-0.009572966,,,-0.009572968,0.370337122,2.667433764
Short Sell,2023-05-09 10:15:00+05:30,42.75999832,2264,22.63619995,96808.6362,4.810424805,Sell Hold,96836.08282,12,17,0.023387887,,,0.023387887,0.370337122,2.667433764
Short Sell,2023-05-09 11:15:00+05:30,42.52999878,2276,-10.35897827,96798.27722,37.80560303,Sell Hold,96825.72385,12,17,-0.010700469,,,-0.010700471,0.370337122,2.667433764
Short Sell,2023-05-09 12:15:00+05:30,42.74000168,2265,7.826580048,96806.1038,19.62004471,Sell Hold,96833.55043,12,17,0.008085454,,,0.008085454,0.370337122,2.667433764
Short Sell,2023-05-09 13:15:00+05:30,42.52000046,2277,11.9372406,96818.04104,15.50938416,Sell Hold,96845.48767,12,17,0.012331083,,,0.012331082,0.370337122,2.667433764
Short Sell,2023-05-09 15:15:00+05:30,42.56000137,2275,5.962081909,96824.00312,21.48454285,Sell Hold,96851.44975,12,17,0.006158028,,,0.006158026,0.370337122,2.667433764
Short Sell,2023-05-10 09:15:00+05:30,42.56000137,2275,0,96824.00312,27.44662476,Sell Hold,96851.44975,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-05-10 10:15:00+05:30,42.72000122,2267,22.2396431,96846.24277,5.206981659,Sell Hold,96873.68939,12,17,0.022969142,,,0.022969149,0.370337122,2.667433764
